Tulossa,Poistuu,Malli,Numero,Kohteen osoite,Postinumero,Postitoimipaikka,Sijaintipaikan tyyppi,Sijaintipaikka,Aukioloaika,Aukioloaika (lisätiedot),Koordinaatti LAT,Koordinaatti LON
,,EP,05468,ALEKSANTERINKATU 23,00100,HELSINKI,KAUPPA,SUOMALAINEN KIRJAKAUPPA / SISÄKÄYTÄVÄ,LIIKETILAN AUKIOLO,,60.168718,24.941095
,,T,40024,ALEKSANTERINKATU 30,00100,HELSINKI,PANKIN KONTTORI,NORDEA SENAATINTORI,ITSEPALVELUALUEEN AUKIOLO,ma-su klo 06-22,60.168930,24.950720
,,EP,05447,ALEKSANTERINKATU 52,00100,HELSINKI,TAVARATALO,STOCKMANN / 8. KERROS,LIIKETILAN AUKIOLO,,60.168430,24.941870
,,EP,05655,ALEKSANTERINKATU 52,00100,HELSINKI,TAVARATALO,STOCKMANN HERKKU,LIIKETILAN AUKIOLO,,60.167880,24.942500
,,EP,05656,ALEKSANTERINKATU 52,00100,HELSINKI,TAVARATALO,STOCKMANN  / YHDYSKÄYTÄVÄ,LIIKETILAN AUKIOLO,,60.167820,24.942850
,,EP,05503,KAISANIEMENKATU 5,00100,HELSINKI,METROASEMA,METRO KAISANIEMI LIPPUHALLI,LIIKETILAN AUKIOLO,,60.171250,24.947390
,,EP,05504,KAISANIEMENKATU 5,00100,HELSINKI,METROASEMA,METRO KAISANIEMI LIPPUHALLI,LIIKETILAN AUKIOLO,,60.171250,24.947410
,,O,03715,KAIVOKATU 1,00100,HELSINKI,RAUTATIEASEMA,RAUTATIEASEMA,LIIKETILAN AUKIOLO,,60.171000,24.941670
,,O,04614,KAIVOKATU 1,00100,HELSINKI,RAUTATIEASEMA,RAUTATIEASEMA,LIIKETILAN AUKIOLO,,60.171050,24.941670
,,O,04615,KAIVOKATU 1,00100,HELSINKI,RAUTATIEASEMA,RAUTATIEASEMA,LIIKETILAN AUKIOLO,,60.171090,24.941670
,,T,40010,KAIVOKATU 6,00100,HELSINKI,PANKIN KONTTORI,DANSKE KAIVOKATU,ITSEPALVELUALUEEN AUKIOLO,ma-su klo 06 - 22,60.170270,24.942270
,,O+,40269,KAIVOKATU 8,00100,HELSINKI,KAUPPAKESKUS,KAUPPAKESKUS CITYCENTER,LIIKETILAN AUKIOLO,,60.169870,24.941890
,,P,05988,KAMPINKUJA 1,00100,HELSINKI,METROASEMA,METROASEMA KAMPPI,24 H AUKIOLO,,60.168500,24.929800
,,P,05989,KAMPINKUJA 1,00100,HELSINKI,METROASEMA,METROASEMA KAMPPI,24 H AUKIOLO,,60.168530,24.929880
,,O,04490,MANNERHEIMINTIE 14,00100,HELSINKI,PANKIN KONTTORI,AKTIA KOLME SEPPÄÄ,24 H AUKIOLO,,60.168410,24.940238
,,EP,05455,MANNERHEIMINTIE 20,00100,HELSINKI,KAUPPAKESKUS,FORUM 2. KERROS,LIIKETILAN AUKIOLO,,60.169780,24.938400
,,EP,05497,MANNERHEIMINTIE 20,00100,HELSINKI,KAUPPAKESKUS,FORUM / YHDYSKÄYTÄVÄ,LIIKETILAN AUKIOLO,,60.169410,24.938240
,,T,40023,MANNERHEIMINTIE 20 A,00100,HELSINKI,KAUPPAKESKUS,FORUM 3. KERROS,LIIKETILAN AUKIOLO,,60.168850,24.938180
,,T,40013,MANNERHEIMINTIE 7,00100,HELSINKI,PANKIN KONTTORI,NORDEA KESKUSTA,ITSEPALVELUALUEEN AUKIOLO,ma-su klo 06-22,60.169650,24.939340
,,O,04209,MIKONKATU 13,00100,HELSINKI,PANKIN KONTTORI,OP MIKONKATU,24 H AUKIOLO,,60.170580,24.945510
,,T,40011,MIKONKATU 13,00100,HELSINKI,PANKIN KONTTORI,OP MIKONKATU,ITSEPALVELUALUEEN AUKIOLO,ma - su klo 06 - 21,60.170400,24.945720
,,EP,05653,MIKONKATU 19,00100,HELSINKI,LIIKEKIINTEISTÖ,CASINO HELSINKI,LIIKETILAN AUKIOLO,,60.171880,24.945980
,,O+,40245,MIKONKATU 19,00100,HELSINKI,LIIKEKIINTEISTÖ,CASINO HELSINKI,LIIKETILAN AUKIOLO,,60.171710,24.946230
,,P,05926,MIKONKATU 7,00100,HELSINKI,KAUPPA,INTERSPORT MEGASTORE,24 H AUKIOLO,,60.169700,24.946020
,,P,06026,MUSEOKATU 40,00100,HELSINKI,LIIKEKIINTEISTÖ,LIIKETILA,24 H AUKIOLO,,60.175230,24.921640
,,EP,05635,POSTIKATU 1,00100,HELSINKI,KAUPPA,K-SUPERMARKET POSTITALO,LIIKETILAN AUKIOLO,,60.171450,24.938570
,,P,05679,POSTIKATU 1,00100,HELSINKI,POSTI,POSTITALO,24 H AUKIOLO,,60.171180,24.938740
,,O,04891,SALOMONKATU 13,00100,HELSINKI,LIIKEKIINTEISTÖ,GRANIITTITALO KAMPPI,24 H AUKIOLO,,60.169590,24.931970
,,O,04586,SIMONKATU 8,00100,HELSINKI,KAUPPAKESKUS,SIMONAUKIO,24 H AUKIOLO,,60.169023,24.936448
,,EP,05601,URHO KEKKOSEN KATU 1,00100,HELSINKI,KAUPPAKESKUS,KAMPPI / E - TASO,LIIKETILAN AUKIOLO,,60.168920,24.932580
,,EP,05602,URHO KEKKOSEN KATU 1,00100,HELSINKI,KAUPPAKESKUS,KAMPPI / E - TASO,LIIKETILAN AUKIOLO,,60.168870,24.932670
,,EP,05603,URHO KEKKOSEN KATU 1,00100,HELSINKI,KAUPPAKESKUS,KAMPPI / E - TASO,LIIKETILAN AUKIOLO,,60.168790,24.932760
,,EP,05552,URHO KEKKOSENKATU 1 A,00100,HELSINKI,KAUPPA,K-SUPERMARKET KAMPPI,LIIKETILAN AUKIOLO,,60.169480,24.933760
,,P,05986,ISO ROOBERTINKATU 20 - 22,00120,HELSINKI,KAUPPA,K-MARKET ROBERT,24 H AUKIOLO,,60.163170,24.941470
,,O,04764,KAPTEENINKATU 24,00140,HELSINKI,LIIKEKIINTEISTÖ,HUONEISTOKESKUS,24 H AUKIOLO,,60.158572,24.945957
,,EP,05581,KATAJANOKAN TERMINAALI,00160,HELSINKI,LAIVATERMINAALI,KATAJANOKAN TERMINAALI K-8,LIIKETILAN AUKIOLO,,60.163670,24.968110
,,O,04323,LIISANKATU 18,00170,HELSINKI,LIIKEKIINTEISTÖ,LIISANKATU,24 H AUKIOLO,,60.174050,24.953620
,,P,06024,ALBERTINKATU 27,00180,HELSINKI,KAUPPA,K-MARKET LÖNKAN HERKKU,24 H AUKIOLO,,60.164440,24.933310
,,P,05914,ITÄMERENKATU 14,00180,HELSINKI,METROASEMA,METROASEMA RUOHOLAHTI,LIIKETILAN AUKIOLO,,60.163210,24.914850
,,EP,05637,ITÄMERENKATU 21,00180,HELSINKI,KAUPPAKESKUS,K-CITYMARKET RUOHOLAHTI,LIIKETILAN AUKIOLO,,60.163600,24.910560
,,T,40102,ITÄMERENKATU 21,00180,HELSINKI,KAUPPAKESKUS,KAUPPAKESKUS RUOHOLAHTI,LIIKETILAN AUKIOLO,,60.163570,24.910810
,,EP,05686,VÄLIMERENKATU 5,00180,HELSINKI,KAUPPA,K-MARKET JÄTKÄSAARI,LIIKETILAN AUKIOLO,,60.160330,24.919450
,,EP,05573,TYYNENMERENKATU 8,00220,HELSINKI,LAIVATERMINAALI,LÄNSITERMINAALI,LIIKETILAN AUKIOLO,,60.154440,24.921130
,,EP,05574,TYYNENMERENKATU 8,00220,HELSINKI,LAIVATERMINAALI,LÄNSITERMINAALI,LIIKETILAN AUKIOLO,,60.154470,24.921160
,,P,05735,ESTERINPORTTI 2,00240,HELSINKI,KAUPPA,K-MARKET RATIS,24 H AUKIOLO,,60.197320,24.928260
,,P,05770,MANNERHEIMINTIE 58,00260,HELSINKI,KIOSKI,R-KIOSKI,24 H AUKIOLO,,60.181800,24.926810
,,O+,40179,SANDELSINKATU 6,00260,HELSINKI,LIIKEKIINTEISTÖ,TÖÖLÖNTORI,24 H AUKIOLO,,60.178710,24.923240
,,O,04639,TUKHOLMANKATU 11,00270,HELSINKI,KIOSKI,R-KIOSKI MEILAHTI,24 H AUKIOLO,,60.191370,24.906940
,,EP,05448,HAARTMANINKATU 4,00290,HELSINKI,SAIRAALA,HYKS / AULA,LIIKETILAN AUKIOLO,,60.190770,24.907230
,,P,05781,MANNERHEIMINTIE 160,00300,HELSINKI,KAUPPA,K-MARKET FORTUNA,24 H AUKIOLO,,60.197500,24.900260
,,O,04877,MANNERHEIMINTIE 168,00300,HELSINKI,LIIKEKIINTEISTÖ,VVO ASUNTOMYYMÄLÄ,24 H AUKIOLO,,60.202690,24.898880
,,O,04440,TUNNELITIE 5,00320,HELSINKI,KAUPPA,K-SUPERMARKET HAAGA,24 H AUKIOLO,,60.217140,24.899780
,04.01.2019,O+,40178,MUNKKINIEMEN PUISTOTIE 14,00330,HELSINKI,PANKIN KONTTORI,NORDEA MUNKKINIEMI,ITSEPALVELUALUEEN AUKIOLO,ma-su klo 06-01,60.197190,24.879360
,,EP,05506,RAUMANTIE 1,00350,HELSINKI,KAUPPAKESKUS,MUNKKIVUOREN OSTOSKESKUS,LIIKETILAN AUKIOLO,,60.205698,24.877714
,,O+,40193,AJOMIEHENTIE 1,00390,HELSINKI,KAUPPAKESKUS,RISTIKKO,LIIKETILAN AUKIOLO,,60.238925,24.851237
,,EP,05693,ELIEL SAARISEN TIE 5,00400,HELSINKI,TAVARATALO,K-SUPERMARKET POHJOIS-HAAGA,LIIKETILAN AUKIOLO,,60.226790,24.902480
,,EP,05526,PUUSTELLINRINNE 3,00410,HELSINKI,KIOSKI,R-KIOSKI MALMINKARTANO,LIIKETILAN AUKIOLO,,60.247750,24.861810
,,EP,05502,KANTELETTARENTIE 1,00420,HELSINKI,KAUPPAKESKUS,KAARI / INFO,LIIKETILAN AUKIOLO,,60.237170,24.894780
,,P,05823,KANTELETTARENTIE 1,00420,HELSINKI,KAUPPAKESKUS,KAARI,24 H AUKIOLO,,60.236690,24.890420
,,T,40038,KANTELETTARENTIE 1,00420,HELSINKI,KAUPPAKESKUS,KAARI,LIIKETILAN AUKIOLO,,60.236860,24.892190
,,P,05740,SITRATORI 5,00420,HELSINKI,LIIKEKIINTEISTÖ,LIIKETILA,24 H AUKIOLO,,60.239250,24.875340
,,O,03721,HELSINGINKATU 1,00500,HELSINKI,LIIKEKIINTEISTÖ,HELSINGIN PANTTI,24 H AUKIOLO,,60.187810,24.960100
,,P,05730,HELSINGINKATU 1,00500,HELSINKI,METROASEMA,METROASEMA SÖRNÄINEN,24 H AUKIOLO,,60.187990,24.961570
,,O,04498,HELSINGINKATU 19,00500,HELSINKI,LIIKEKIINTEISTÖ,HURSTIN VALINTA,24 H AUKIOLO,,60.187140,24.953520
,,O,04368,HÄMEENTIE 31,00500,HELSINKI,KAUPPA,MUSTI JA MIRRI,24 H AUKIOLO,,60.187800,24.963070
,,P,05953,LÄNTINEN BRAHENKATU 2,00510,HELSINKI,KIOSKI,R-KIOSKI URHEILUTALO,24 H AUKIOLO,,60.186823,24.948244
,,O,04131,TIVOLIKUJA 1,00510,HELSINKI,HUVIPUISTO,LINNANMÄEN HUVIPUISTO/PORTTI,24 H AUKIOLO,,60.189840,24.939566
,,O+,40273,ASEMAPÄÄLLIKÖNKATU 3,00520,HELSINKI,KAUPPA,K-MARKET PASAATI,LIIKETILAN AUKIOLO,,60.199460,24.941950
,,P,05990,RATAPIHANTIE 6,00520,HELSINKI,RAUTATIEASEMA,RAUTATIEASEMA PASILA/ YLIKULKUSILTA,24 H AUKIOLO,,60.198920,24.933680
,,P,05991,RATAPIHANTIE 6,00520,HELSINKI,RAUTATIEASEMA,RAUTATIEASEMA PASILA/ YLIKULKUSILTA,24 H AUKIOLO,,60.198730,24.933480
,,O,04450,RAUTATIELÄISENKATU 3,00520,HELSINKI,MESSUKESKUS,MESSUKESKUS,LIIKETILAN AUKIOLO,,60.202550,24.935760
,,EP,05568,RAUTATIELÄISENKATU 3,00520,HELSINKI,MESSUKESKUS,MESSUKESKUS / GALLERIA,LIIKETILAN AUKIOLO,,60.203110,24.935630
,,O+,40288,HAKANIEMEN TORIKATU 1,00530,HELSINKI,TAVARATALO,HAKANIEMEN KAUPPAHALLI,LIIKETILAN AUKIOLO,,60.179650,24.951370
,,O,04453,HAKANIEMENRANTA 1,00530,HELSINKI,PANKIN KONTTORI,OP HAKANIEMI,24 H AUKIOLO,,60.178020,24.950830
,,T,40017,HAKANIEMENRANTA 1,00530,HELSINKI,PANKIN KONTTORI,OP HAKANIEMI,ITSEPALVELUALUEEN AUKIOLO,ma-su klo 06 - 21,60.178130,24.951130
,,EP,05630,NELJÄS LINJA 3,00530,HELSINKI,KAUPPA,LIDL NELJÄS LINJA,LIIKETILAN AUKIOLO,,60.182020,24.953660
,,P,05927,SILTASAARENKATU 12,00530,HELSINKI,PANKIN KONTTORI,NORDEA HAKANIEMI,24 H AUKIOLO,,60.178810,24.949730
,,T,40154,SILTASAARENKATU 12,00530,HELSINKI,PANKIN KONTTORI,NORDEA HAKANIEMI,ITSEPALVELUALUEEN AUKIOLO,klo 6 - 22,60.178810,24.949600
,,O,04461,SILTASAARENKATU 6,00530,HELSINKI,TAVARATALO,SOKOS HAKANIEMI,LIIKETILAN AUKIOLO,,60.177744,24.949774
,,P,05949,VIIDES LINJA 10,00530,HELSINKI,KIOSKI,R-KIOSKI 5 LINJA,24 H AUKIOLO,,60.183330,24.952850
,,EP,05658,KAASUTEHTAANKATU 1,00540,HELSINKI,KAUPPAKESKUS,REDI/ 2. KERROS,LIIKETILAN AUKIOLO,,60.187340,24.978100
,,P,06014,KAASUTEHTAANKATU 1,00540,HELSINKI,KAUPPAKESKUS,REDI/ KATUTASO,24 H AUKIOLO,,60.186390,24.978710
,,T,40005,KAASUTEHTAANKATU 1,00540,HELSINKI,KAUPPAKESKUS,REDI/ POHJAKERROS,LIIKETILAN AUKIOLO,,60.186140,24.979430
,,O,04395,HÄMEENTIE 92,00550,HELSINKI,LIIKEKIINTEISTÖ,LIIKETILA,24 H AUKIOLO,,60.196160,24.962280
,,P,05798,MÄKELÄNKATU 31,00550,HELSINKI,RAVINTOLA,KING KEBAB,24 H AUKIOLO,,60.194991,24.956648
,,EP,05617,HÄMEENTIE 111,00560,HELSINKI,KAUPPAKESKUS,ARABIA,LIIKETILAN AUKIOLO,,60.202770,24.967760
,,EP,05585,KYÖSTI KALLION TIE 2,00570,HELSINKI,KAUPPA,ALEPA KULOSAARI,LIIKETILAN AUKIOLO,,60.186150,25.007660
,,EP,05631,VANHA TALVITIE 12,00580,HELSINKI,KAUPPA,LIDL TUKKUTORI,LIIKETILAN AUKIOLO,,60.192190,24.976160
,,P,05813,KÄPYLÄNTIE 8,00600,HELSINKI,KAUPPA,K-MARKET MASURKKA,24 H AUKIOLO,,60.216200,24.958660
,,P,05913,MÄKITORPANTIE 1,00620,HELSINKI,KAUPPA,K-SUPERMARKET MUSTA PEKKA,24 H AUKIOLO,,60.222290,24.947310
,,P,05884,MÄKITORPANTIE 37,00640,HELSINKI,KAUPPAKESKUS,OGELI,24 H AUKIOLO,,60.228757,24.962583
,,EP,05461,ALA - MALMIN TORI 5,00700,HELSINKI,KAUPPAKESKUS,MALMIN NOVA 1. KERROS,LIIKETILAN AUKIOLO,,60.250911,25.012896
,,P,05885,MALMIN KAUPPATIE 18,00700,HELSINKI,KAUPPAKESKUS,MALMINTORI,LIIKETILAN AUKIOLO,,60.252240,25.010140
,,T,40014,MALMIN KAUPPATIE 18,00700,HELSINKI,KAUPPAKESKUS,OP MALMI,LIIKETILAN AUKIOLO,,60.251980,25.010680
,,EP,05616,MALMINKAARI 17,00700,HELSINKI,TAVARATALO,K-CITYMARKET MALMI,LIIKETILAN AUKIOLO,,60.251980,25.013400
,,O,05146,MERIPIHKATIE 1,00710,HELSINKI,LIIKEKIINTEISTÖ,PIHLAJAMÄEN LIIKETALO,24 H AUKIOLO,,60.233010,25.011740
,,O,04834,SALPAUSSELÄNTIE 11,00710,HELSINKI,LIIKEKIINTEISTÖ,PIHLAJISTO,24 H AUKIOLO,,60.231200,25.000470
,,O,04311,JOUSIMIEHENTIE 3,00740,HELSINKI,KAUPPA,K-MARKET KAVALJEERI,24 H AUKIOLO,,60.274440,24.989290
,,P,05828,PERTUNPELLONTIE 4,00740,HELSINKI,KAUPPA,K-MARKET TÖYRYNUMMI,LIIKETILAN AUKIOLO,,60.267170,24.992450
,,P,05998,MAATULLINAUKIO 1,00750,HELSINKI,KAUPPA,K-MARKET TAPULI,24 H AUKIOLO,,60.275030,25.034450
,,P,05845,PUISTOLANTORI 1,00760,HELSINKI,KAUPPA,K-MARKET PUISTORI,24 H AUKIOLO,,60.274590,25.045210
,,O+,40216,JAKOMÄENKUJA 4,00770,HELSINKI,KIOSKI,R-KIOSKI JAKOMÄKI,24 H AUKIOLO,,60.260970,25.076390
,,O,04657,LATOKARTANONKAARI 23,00790,HELSINKI,KAUPPA,K-SUPERMARKET VIIKKI,24 H AUKIOLO,,60.233820,25.030960
,,P,05902,HIIHTOMÄENTIE 17,00810,HELSINKI,METROASEMA,METROASEMA HERTTONIEMI,24 H AUKIOLO,,60.195179,25.030784
,,EP,05525,HIIHTÄJÄNTIE 2,00810,HELSINKI,KAUPPA,K-SUPERMARKET HERTTA,LIIKETILAN AUKIOLO,,60.194140,25.029130
,,P,05801,INSINÖÖRINKATU 2,00810,HELSINKI,KAUPPAKESKUS,MEGAHERTSI,24 H AUKIOLO,,60.193702,25.034117
VKO 03/2019,,O+,40345,LINNANRAKENTAJANTIE 4,00810,HELSINKI,KAUPPA,LIDL HERTTONIEMI,LIIKETILAN AUKIOLO,,60.193960,25.035530
,,O+,40339,YLISKYLÄN PUISTOKATU 4,00840,HELSINKI,KAUPPAKESKUS,KAUPPAKESKUS SAARI,LIIKETILAN AUKIOLO,,60.178990,25.051890
VKO 03/2019,,EP,05489,LAIPPATIE 1 A,00880,HELSINKI,KAUPPA,LIDL ROIHUPELTO,LIIKETILAN AUKIOLO,,60.209600,25.054330
,,P,05817,KASTELHOLMANTIE 2,00900,HELSINKI,KAUPPA,INTERSPORT PUHOS/PUOTINHARJUN OSTOSKESKUS,24 H AUKIOLO,,60.213900,25.082000
,,O,04828,RUSTHOLLARINTIE 2,00910,HELSINKI,KIOSKI,R-KIOSKI PUOTILA,24 H AUKIOLO,,60.212560,25.096600
,,P,05847,KIVIPARINTIE 2,00920,HELSINKI,LIIKEKIINTEISTÖ,MYLLYPURON OSTOSKESKUS,24 H AUKIOLO,,60.224550,25.074530
,,EP,05537,ASIAKKAANKATU 11,00930,HELSINKI,KAUPPAKESKUS,LIIKETILA,LIIKETILAN AUKIOLO,,60.209460,25.081830
,,T,40034,ITÄKATU 1,00930,HELSINKI,KAUPPAKESKUS,ITIS/ -1. KERROS,LIIKETILAN AUKIOLO,,60.212400,25.084540
,,EP,05650,ITÄKATU 1-5,00930,HELSINKI,KAUPPAKESKUS,ITIS / 1.KRS,LIIKETILAN AUKIOLO,,60.212030,25.083370
,,EP,05688,ITÄKATU 1-5 C,00930,HELSINKI,TAVARATALO,STOCKMANN ITÄKESKUS,LIIKETILAN AUKIOLO,,60.212820,25.085010
,,T,40012,ITÄKATU 1-7,00930,HELSINKI,PANKIN KONTTORI,NORDEA ITÄKESKUS,ITSEPALVELUALUEEN AUKIOLO,ma-pe 07-21.30, la 07-19, su 10-19,60.210490,25.081140
,,EP,05599,ITÄKATU 3,00930,HELSINKI,KAUPPAKESKUS,ITIS / HALOSEN KULMA,LIIKETILAN AUKIOLO,,60.211000,25.082820
,,T,40009,ITÄKATU 3,00930,HELSINKI,KAUPPAKESKUS,ITIS / 1. KERROS,LIIKETILAN AUKIOLO,,60.211700,25.082480
,,O+,40240,KAUPPAKARTANONKATU 3,00930,HELSINKI,KAUPPAKESKUS,KAUPPAKESKUS EASTON,LIIKETILAN AUKIOLO,,60.209600,25.083400
,,O,04893,TALLINNANAUKIO 1,00930,HELSINKI,PANKIN KONTTORI,DANSKE ITIS,24 H AUKIOLO,,60.209980,25.078500
,,O,03723,TURUNLINNANTIE 14,00930,HELSINKI,PANKIN KONTTORI,OP ITIS,24 H AUKIOLO,,60.210480,25.078400
,,P,05738,KEINULAUDANKUJA 4,00940,HELSINKI,KAUPPA,K-SUPERMARKET KONTUMARKET,24 H AUKIOLO,,60.236630,25.084200
,,P,05739,KEINULAUDANKUJA 4,00940,HELSINKI,KAUPPA,K-SUPERMARKET KONTUMARKET,24 H AUKIOLO,,60.236580,25.084260
,,P,05896,OSTOSTIE 4,00940,HELSINKI,POSTI,POSTI KONTULA,24 H AUKIOLO,,60.237960,25.086450
,,P,05733,MUSTALAHDENTIE 2,00960,HELSINKI,KAUPPA,VUOSAAREN POHJ. OSTOSKESKUS,24 H AUKIOLO,,60.221710,25.140250
,,P,05942,OUNASVAARANTIE 9,00970,HELSINKI,METROASEMA,METROASEMA MELLUNMÄKI,LIIKETILAN AUKIOLO,,60.238974,25.112239
,,P,05929,PALLAKSENTIE 2,00970,HELSINKI,KAUPPA,K-SUPERMARKET MASI,24 H AUKIOLO,,60.238120,25.111180
,,EP,05449,VUOTIE 45,00980,HELSINKI,KAUPPAKESKUS,COLUMBUS / S-MARKET,LIIKETILAN AUKIOLO,,60.206960,25.145990
,,P,05900,VUOTIE 45,00980,HELSINKI,KAUPPAKESKUS,COLUMBUS,24 H AUKIOLO,,60.207100,25.146260
,,T,40052,VUOTIE 45,00980,HELSINKI,KAUPPAKESKUS,COLUMBUS / K-SUPERMARKET,LIIKETILAN AUKIOLO,,60.207970,25.145950
,,O+,40224,RAUTATIEKUJA 4,01150,SÖDERKULLA,KAUPPA,K-SUPERMARKET SÖDERKULLA,LIIKETILAN AUKIOLO,,60.297770,25.329110
,,P,05811,LAUKKARINNE 4,01200,VANTAA,LIIKEKIINTEISTÖ,LIIKETILA,24 H AUKIOLO,,60.278910,25.104300
,,O+,40175,LAUKKARINNE 6,01200,VANTAA,LIIKEKIINTEISTÖ,HAKUNILAN APTEEKKI,24 H AUKIOLO,,60.278530,25.103930
,,O,05003,PORTTISUONTIE 18,01200,VANTAA,TAVARATALO,IKEA VANTAA,24 H AUKIOLO,,60.277728,25.083470
,,P,05925,LÄHDEPUISTONTIE 20,01230,VANTAA,KAUPPA,K-MARKET KASTANJA,24 H AUKIOLO,,60.266610,25.099560
,,O,04463,ITÄINEN VALKOISENLÄHTEENT. 19,01260,VANTAA,KAUPPA,K-MARKET HONKATORI,24 H AUKIOLO,,60.297670,25.103410
,,P,06025,KUULAKUJA 5,01280,VANTAA,KIOSKI,R-KIOSKI LÄNSIMÄKI,24 H AUKIOLO,,60.244950,25.109300
,,T,40015,ASEMATIE 10,01300,VANTAA,PANKIN KONTTORI,NORDEA TIKKURILA,ITSEPALVELUALUEEN AUKIOLO,ma-su klo 06-22,60.292960,25.041290
,,EP,05598,ASEMATIE 11,01300,VANTAA,TAVARATALO,TOKMANNI TIKKURILA,LIIKETILAN AUKIOLO,,60.293620,25.037350
,,P,05810,ASEMATIE 2,01300,VANTAA,KAUPPAKESKUS,TIKKURI,LIIKETILAN AUKIOLO,,60.292080,25.042800
,,O+,40176,KIELOTIE 11,01300,VANTAA,PANKIN KONTTORI,OP TIKKURILA,24 H AUKIOLO,,60.293150,25.037930
,,O,04655,KIELOTIE 29,01300,VANTAA,KAUPPA,K-MARKET KIELOTIE,24 H AUKIOLO,,60.300909,25.040231
,,EP,05476,PELTOLANTIE 1,01300,VANTAA,KAUPPA,K-SUPERMARKET YLIVETO,LIIKETILAN AUKIOLO,,60.293730,25.032060
,,EP,05456,RATATIE 11,01300,VANTAA,LIIKEKIINTEISTÖ,DIXI,LIIKETILAN AUKIOLO,,60.292790,25.043810
,,P,05886,LEINIKKITIE 20,01350,VANTAA,KIOSKI,R-KIOSKI SIMONKYLÄ,24 H AUKIOLO,,60.309880,25.031440
,,O,03741,KOIVUKYLÄN PUISTOTIE 1,01360,VANTAA,LIIKEKIINTEISTÖ,LIIKETILA,24 H AUKIOLO,,60.322830,25.061910
,,P,05952,TUUSULANTIE 10,01390,VANTAA,HUOLTOASEMA,SHELL RUSKEASANTA,24 H AUKIOLO,,60.308171,24.999114
,,EP,05507,OJALEHDONKUJA 1,01400,VANTAA,TAVARATALO,K-CITYMARKET KOIVUKYLÄ,LIIKETILAN AUKIOLO,,60.324310,25.057640
,,P,05901,OJALEHDONKUJA 1,01400,VANTAA,TAVARATALO,K-CITYMARKET KOIVUKYLÄ,24 H AUKIOLO,,60.324140,25.056660
,,O,05220,MINKKIKUJA 4,01450,VANTAA,KAUPPA,K-SUPERMARKET KORSO,24 H AUKIOLO,,60.350430,25.079510
,,T,40018,MINKKIKUJA 4,01450,VANTAA,TAVARATALO,K-SUPERMARKET KORSO,LIIKETILAN AUKIOLO,,60.350250,25.079280
,,O,04766,MARSINRINNE 8,01480,VANTAA,KAUPPA,K-MARKET MIKKOLA,24 H AUKIOLO,,60.341860,25.094660
VKO 03/2019,,O+,40346,ANTAKSENTIE 4,01510,VANTAA,KAUPPA,LIDL VANTAANPORTTI,LIIKETILAN AUKIOLO,,60.294220,24.948650
,,P,05897,VALIMOTIE 9,01510,VANTAA,TAVARATALO,K-CITYMARKET TAMMISTO,24 H AUKIOLO,,60.272560,24.970080
,,EP,05524,VANTAANPORTINKATU 3,01510,VANTAA,KAUPPAKESKUS,JUMBO / 2 KRS VANHAN PÄÄOVEN VIERESSÄ,LIIKETILAN AUKIOLO,,60.291210,24.965710
,,P,05846,VANTAANPORTINKATU 3,01510,VANTAA,KAUPPAKESKUS,JUMBO / PRISMA,LIIKETILAN AUKIOLO,,60.291010,24.965050
,,P,05940,VANTAANPORTINKATU 3,01510,VANTAA,KAUPPAKESKUS,JUMBO / CITYMARKET,LIIKETILAN AUKIOLO,,60.290970,24.965040
,,T,40158,VANTAANPORTINKATU 3,01510,VANTAA,KAUPPAKESKUS,JUMBO / 1.KRS. ROBERTS COFFEEN KOHDALLA,LIIKETILAN AUKIOLO,,60.291870,24.965050
,,T,40004,VANTAANPORTINKATU 7,01510,VANTAA,KAUPPAKESKUS,JUMBO / 1 KRS STOCKMANNIN EDUSTA,LIIKETILAN AUKIOLO,,60.291970,24.964640
,,EP,05495,LENTOASEMANTIE 1,01530,VANTAA,LENTOASEMA,L-AS. T2 / TRANSITALUE, PORTTI 26 ETU,LIIKETILAN AUKIOLO,,60.318960,24.967080
,,EP,05638,LENTOASEMANTIE 1,01530,VANTAA,LENTOASEMA,L-AS T2 / TULOAULA 2,LIIKETILAN AUKIOLO,,60.318280,24.966690
,,EP,05691,LENTOASEMANTIE 1,01530,VANTAA,LENTOASEMA,L-AS. T2 LÄHTÖAULA 2,LIIKETILAN AUKIOLO,,60.318050,24.966430
,,EP,05694,LENTOASEMANTIE 1,01530,VANTAA,LENTOASEMA,L-AS. T2 / TRANSITALUE, PORTTI 26 TAKA,LIIKETILAN AUKIOLO,,60.319010,24.967460
,,EP,05582,ISKOSKUJA 3,01600,VANTAA,KAUPPAKESKUS,MYYRMANNI KAUPPAKÄYTÄVÄ,LIIKETILAN AUKIOLO,,60.259850,24.853600
,,EP,05584,ISKOSKUJA 3,01600,VANTAA,KAUPPAKESKUS,MYYRMANNI KAUPPAKÄYTÄVÄ,LIIKETILAN AUKIOLO,,60.259900,24.853730
,,T,40166,ISKOSKUJA 3,01600,VANTAA,KAUPPAKESKUS,MYYRMANNI LIUKUPORTAAN ALLA,LIIKETILAN AUKIOLO,,60.260550,24.853530
,,P,06016,JÖNSAKSENTIE 6,01600,VANTAA,KIOSKI,R-KIOSKI MYYRMÄKI,24 H AUKIOLO,,60.261940,24.856180
